Year;Month;DayofMonth;DayOfWeek;Actual_Shipment_Time;Planned_Shipment_Time;Planned_Delivery_Time;Carrier_Name;Carrier_Num;Planned_TimeofTravel;Shipment_Delay;Source;Destination;Distance;Delivery_Status
2020;1;3;4;1537;1505;1715;WN;580;70;32;SAN;TUS;367;1
2020;1;3;4;814;810;1020;WN;2992;70;4;SAN;TUS;367;0
2020;1;3;4;1547;1540;1745;WN;2113;125;7;SAT;BNA;822;0
2020;1;3;4;703;700;905;WN;3599;125;3;SAT;BNA;822;0
2020;1;3;4;716;715;1120;WN;903;185;1;SAT;BWI;1407;0
2020;1;3;4;1446;1435;1840;WN;3419;185;11;SAT;BWI;1407;0
2020;1;3;4;2006;1945;2040;WN;120;55;21;SAT;DAL;248;1
2020;1;3;4;902;900;955;WN;130;55;2;SAT;DAL;248;0
2020;1;3;4;NA;1010;1105;WN;146;55;NA;SAT;DAL;248;NA
2020;1;3;4;1913;1855;1950;WN;572;55;18;SAT;DAL;248;1
2020;1;3;4;1100;1100;1155;WN;1170;55;0;SAT;DAL;248;0
2020;1;3;4;745;740;835;WN;1487;55;5;SAT;DAL;248;0
2020;1;3;4;2128;2045;2140;WN;2023;55;43;SAT;DAL;248;1
2020;1;3;4;1741;1740;1835;WN;2027;55;1;SAT;DAL;248;0
2020;1;3;4;1450;1425;1520;WN;2353;55;25;SAT;DAL;248;1
2020;1;3;4;1716;1710;1805;WN;2624;55;6;SAT;DAL;248;0
2020;1;3;4;1258;1245;1340;WN;2906;55;13;SAT;DAL;248;0
2020;1;3;4;1550;1535;1630;WN;3168;55;15;SAT;DAL;248;0
2020;1;3;4;1448;1355;1450;WN;3508;55;53;SAT;DAL;248;1
2020;1;3;4;1139;1140;1235;WN;3924;55;-1;SAT;DAL;248;0
2020;1;3;4;654;655;750;WN;3947;55;-1;SAT;DAL;248;0
2020;1;3;4;2220;2025;2055;WN;186;90;115;SAT;ELP;496;1
2020;1;3;4;1136;1110;1140;WN;511;90;26;SAT;ELP;496;1
2020;1;3;4;1741;1735;1805;WN;1414;90;6;SAT;ELP;496;0
2020;1;3;4;735;735;805;WN;2969;90;0;SAT;ELP;496;0
2020;1;3;4;NA;910;955;WN;326;45;NA;SAT;HOU;192;NA
2020;1;3;4;630;630;715;WN;476;45;0;SAT;HOU;192;0
2020;1;3;4;955;1000;1045;WN;713;45;-5;SAT;HOU;192;0
2020;1;3;4;1500;1400;1450;WN;714;50;60;SAT;HOU;192;1
2020;1;3;4;2005;1935;2020;WN;2015;45;30;SAT;HOU;192;1
2020;1;3;4;1634;1620;1710;WN;2174;50;14;SAT;HOU;192;0
2020;1;3;4;1157;1145;1235;WN;2176;50;12;SAT;HOU;192;0
2020;1;3;4;1833;1835;1925;WN;3408;50;-2;SAT;HOU;192;0
2020;1;3;4;829;830;920;WN;617;50;-1;SAT;HRL;233;0
2020;1;3;4;1931;1830;1920;WN;1936;50;61;SAT;HRL;233;1
2020;1;3;4;641;640;740;WN;711;180;1;SAT;LAS;1069;0
2020;1;3;4;1946;1925;2020;WN;1166;175;21;SAT;LAS;1069;1
2020;1;3;4;1516;1520;1620;WN;2101;180;-4;SAT;LAS;1069;0
2020;1;3;4;1036;1040;1140;WN;3575;180;-4;SAT;LAS;1069;0
2020;1;3;4;1254;1245;1405;WN;1609;200;9;SAT;LAX;1210;0
2020;1;3;4;1022;1015;1345;WN;348;150;7;SAT;MCO;1040;0
2020;1;3;4;1558;1605;1935;WN;832;150;-7;SAT;MCO;1040;0
2020;1;3;4;1742;1720;1950;WN;116;150;22;SAT;MDW;1036;1
2020;1;3;4;702;700;930;WN;555;150;2;SAT;MDW;1036;0
2020;1;3;4;836;835;1000;WN;207;145;1;SAT;PHX;843;0
2020;1;3;4;2001;1935;2100;WN;998;145;26;SAT;PHX;843;1
2020;1;3;4;1658;1650;1820;WN;1679;150;8;SAT;PHX;843;0
2020;1;3;4;1126;1125;1255;WN;3767;150;1;SAT;PHX;843;0
2020;1;3;4;1303;1300;1400;WN;1112;180;3;SAT;SAN;1129;0
2020;1;3;4;1250;1235;1555;WN;327;140;15;SAT;TPA;972;0
2020;1;3;4;958;1000;1010;WN;63;70;-2;SDF;BHM;323;0
2020;1;3;4;1649;1620;1630;WN;823;70;29;SDF;BHM;323;1
2020;1;3;4;2049;2020;2145;WN;693;85;29;SDF;BWI;495;1
2020;1;3;4;1931;1825;1950;WN;794;85;66;SDF;BWI;495;1
2020;1;3;4;654;650;815;WN;1773;85;4;SDF;BWI;495;0
2020;1;3;4;1332;1325;1450;WN;2019;85;7;SDF;BWI;495;0
2020;1;3;4;1106;1110;1235;WN;2727;85;-4;SDF;BWI;495;0
2020;1;3;4;1700;1605;1725;WN;2730;260;55;SDF;LAS;1624;1
2020;1;3;4;912;850;1055;WN;247;125;22;SDF;MCO;718;1
2020;1;3;4;1756;1730;1935;WN;2808;125;26;SDF;MCO;718;1
2020;1;3;4;2112;2110;2115;WN;342;65;2;SDF;MDW;271;0
2020;1;3;4;1719;1700;1705;WN;718;65;19;SDF;MDW;271;1
2020;1;3;4;1159;1145;1150;WN;806;65;14;SDF;MDW;271;0
2020;1;3;4;1353;1350;1355;WN;1188;65;3;SDF;MDW;271;0
2020;1;3;4;747;745;755;WN;2295;70;2;SDF;MDW;271;0
2020;1;3;4;855;840;1045;WN;876;245;15;SDF;PHX;1506;0
2020;1;3;4;1222;1220;1225;WN;187;65;2;SDF;STL;254;0
2020;1;3;4;1729;1655;1700;WN;977;65;34;SDF;STL;254;1
2020;1;3;4;620;620;625;WN;2121;65;0;SDF;STL;254;0
2020;1;3;4;1419;1410;1615;WN;87;125;9;SDF;TPA;727;0
2020;1;3;4;640;640;845;WN;2469;125;0;SDF;TPA;727;0
2020;1;3;4;719;720;1105;WN;438;165;-1;SEA;ABQ;1180;0
2020;1;3;4;1457;1405;1750;WN;972;165;52;SEA;ABQ;1180;1
2020;1;3;4;1150;1135;1745;WN;959;250;15;SEA;BNA;1977;0
2020;1;3;4;1325;1255;1510;WN;318;75;30;SEA;BOI;399;1
2020;1;3;4;1956;1950;2205;WN;336;75;6;SEA;BOI;399;0
2020;1;3;4;717;720;935;WN;781;75;-3;SEA;BOI;399;0
2020;1;3;4;716;710;1045;WN;515;155;6;SEA;DEN;1024;0
2020;1;3;4;2022;1925;2300;WN;1158;155;57;SEA;DEN;1024;1
2020;1;3;4;1440;1425;1800;WN;1568;155;15;SEA;DEN;1024;0
2020;1;3;4;1007;945;1320;WN;1856;155;22;SEA;DEN;1024;1
2020;1;3;4;1211;1215;1310;WN;337;55;-4;SEA;GEG;224;0
2020;1;3;4;2045;2010;2105;WN;775;55;35;SEA;GEG;224;1
2020;1;3;4;1753;1640;1735;WN;1682;55;73;SEA;GEG;224;1
2020;1;3;4;848;850;945;WN;2471;55;-2;SEA;GEG;224;0
2020;1;3;4;1456;1445;1710;WN;559;145;11;SEA;LAS;866;0
2020;1;3;4;1906;1840;2105;WN;2211;145;26;SEA;LAS;866;1
2020;1;3;4;1151;1125;1350;WN;2357;145;26;SEA;LAS;866;1
2020;1;3;4;611;610;835;WN;3948;145;1;SEA;LAS;866;0
2020;1;3;4;1334;1300;1825;WN;730;205;34;SEA;MCI;1489;1
2020;1;3;4;640;635;1230;WN;208;235;5;SEA;MDW;1733;0
2020;1;3;4;1412;1345;1935;WN;1189;230;27;SEA;MDW;1733;1
2020;1;3;4;1132;1055;1645;WN;2789;230;37;SEA;MDW;1733;1
2020;1;3;4;845;845;1050;WN;111;125;0;SEA;OAK;671;0
2020;1;3;4;1739;1730;1935;WN;252;125;9;SEA;OAK;671;0
2020;1;3;4;1218;1210;1415;WN;481;125;8;SEA;OAK;671;0
2020;1;3;4;1034;1020;1225;WN;898;125;14;SEA;OAK;671;0
2020;1;3;4;619;615;820;WN;991;125;4;SEA;OAK;671;0
2020;1;3;4;2241;2100;2305;WN;1687;125;101;SEA;OAK;671;1
2020;1;3;4;1556;1540;1745;WN;3402;125;16;SEA;OAK;671;1
2020;1;3;4;1912;1825;2030;WN;3589;125;47;SEA;OAK;671;1
2020;1;3;4;651;645;1035;WN;154;170;6;SEA;PHX;1107;0
2020;1;3;4;1821;1745;2130;WN;408;165;36;SEA;PHX;1107;1
2020;1;3;4;1037;1030;1420;WN;2374;170;7;SEA;PHX;1107;0
2020;1;3;4;916;915;1050;WN;380;95;1;SEA;RNO;564;0
2020;1;3;4;2039;1955;2135;WN;1017;100;44;SEA;RNO;564;1
2020;1;3;4;804;750;1000;WN;98;130;14;SEA;SJC;697;0
2020;1;3;4;1912;1850;2055;WN;390;125;22;SEA;SJC;697;1
2020;1;3;4;1641;1530;1740;WN;722;130;71;SEA;SJC;697;1
2020;1;3;4;1008;1005;1215;WN;1322;130;3;SEA;SJC;697;0
2020;1;3;4;809;810;1105;WN;70;115;-1;SEA;SLC;689;0
2020;1;3;4;1424;1400;1655;WN;1214;115;24;SEA;SLC;689;1
2020;1;3;4;1840;1820;2110;WN;1747;110;20;SEA;SLC;689;1
2020;1;3;4;1139;1100;1245;WN;73;105;39;SEA;SMF;605;1
2020;1;3;4;1605;1500;1645;WN;151;105;65;SEA;SMF;605;1
2020;1;3;4;705;700;845;WN;474;105;5;SEA;SMF;605;0
2020;1;3;4;1757;1710;1855;WN;1395;105;47;SEA;SMF;605;1
2020;1;3;4;1955;1925;2110;WN;2467;105;30;SEA;SMF;605;1
2020;1;3;4;2036;1925;2055;WN;632;90;71;SFO;LAS;414;1
2020;1;3;4;708;630;800;WN;643;90;38;SFO;LAS;414;1
2020;1;3;4;1254;1110;1240;WN;706;90;104;SFO;LAS;414;1
2020;1;3;4;1516;1440;1610;WN;1018;90;36;SFO;LAS;414;1
2020;1;3;4;844;845;1015;WN;1285;90;-1;SFO;LAS;414;0
2020;1;3;4;2059;1620;1750;WN;1924;90;279;SFO;LAS;414;1
2020;1;3;4;2225;2105;2235;WN;2875;90;80;SFO;LAS;414;1
2020;1;3;4;1800;1805;1930;WN;442;85;-5;SFO;LAX;337;0
2020;1;3;4;852;850;1025;WN;475;95;2;SFO;LAX;337;0
2020;1;3;4;1053;1050;1220;WN;553;90;3;SFO;LAX;337;0
2020;1;3;4;1801;1615;1740;WN;578;85;106;SFO;LAX;337;1
2020;1;3;4;1447;1235;1405;WN;750;90;132;SFO;LAX;337;1
2020;1;3;4;2155;1955;2120;WN;777;85;120;SFO;LAX;337;1
2020;1;3;4;NA;710;840;WN;797;90;NA;SFO;LAX;337;NA
2020;1;3;4;NA;1430;1555;WN;801;85;NA;SFO;LAX;337;NA
2020;1;3;4;1657;1310;1920;WN;106;250;227;SFO;MDW;1855;1
2020;1;3;4;1911;1650;2300;WN;210;250;141;SFO;MDW;1855;1
2020;1;3;4;703;705;1315;WN;477;250;-2;SFO;MDW;1855;0
2020;1;3;4;1221;1040;1210;WN;316;90;101;SFO;SAN;447;1
2020;1;3;4;803;805;935;WN;342;90;-2;SFO;SAN;447;0
2020;1;3;4;619;620;750;WN;414;90;-1;SFO;SAN;447;0
2020;1;3;4;1324;1220;1350;WN;1684;90;64;SFO;SAN;447;1
2020;1;3;4;2325;1900;2030;WN;2092;90;265;SFO;SAN;447;1
2020;1;3;4;1711;1415;1545;WN;3662;90;176;SFO;SAN;447;1
2020;1;3;4;1636;1600;1730;WN;3669;90;36;SFO;SAN;447;1
2020;1;3;4;2303;2115;2245;WN;3926;90;108;SFO;SAN;447;1
2020;1;3;4;NA;1955;2055;WN;325;60;NA;SJC;BUR;296;NA
2020;1;3;4;NA;750;850;WN;363;60;NA;SJC;BUR;296;NA
2020;1;3;4;1510;1510;1610;WN;504;60;0;SJC;BUR;296;0
2020;1;3;4;2157;2055;2155;WN;579;60;62;SJC;BUR;296;1
2020;1;3;4;1004;1005;1105;WN;732;60;-1;SJC;BUR;296;0
2020;1;3;4;1757;1740;1840;WN;1500;60;17;SJC;BUR;296;1
2020;1;3;4;832;835;935;WN;1776;60;-3;SJC;BUR;296;0
2020;1;3;4;1155;1145;1245;WN;2032;60;10;SJC;BUR;296;0
2020;1;3;4;1412;1410;1510;WN;2383;60;2;SJC;BUR;296;0
2020;1;3;4;1106;1105;1205;WN;3946;60;1;SJC;BUR;296;0
2020;1;3;4;923;925;1045;WN;170;80;-2;SJC;LAS;386;0
2020;1;3;4;1229;1220;1340;WN;396;80;9;SJC;LAS;386;0
2020;1;3;4;1131;1045;1205;WN;419;80;46;SJC;LAS;386;1
2020;1;3;4;652;650;810;WN;1774;80;2;SJC;LAS;386;0
2020;1;3;4;2208;2125;2245;WN;1858;80;43;SJC;LAS;386;1
2020;1;3;4;1739;1700;1820;WN;2025;80;39;SJC;LAS;386;1
2020;1;3;4;2053;1955;2115;WN;2533;80;58;SJC;LAS;386;1
2020;1;3;4;1438;1410;1530;WN;2907;80;28;SJC;LAS;386;1
2020;1;3;4;1918;1840;2000;WN;3142;80;38;SJC;LAS;386;1
2020;1;3;4;1133;1125;1240;WN;321;75;8;SJC;LAX;308;0
2020;1;3;4;1929;1855;2005;WN;361;70;34;SJC;LAX;308;1
2020;1;3;4;1016;1010;1125;WN;463;75;6;SJC;LAX;308;0
2020;1;3;4;2225;2130;2240;WN;625;70;55;SJC;LAX;308;1
2020;1;3;4;1653;1605;1715;WN;1004;70;48;SJC;LAX;308;1
2020;1;3;4;1830;1710;1820;WN;1044;70;80;SJC;LAX;308;1
2020;1;3;4;1459;1425;1535;WN;1081;70;34;SJC;LAX;308;1
2020;1;3;4;629;630;745;WN;1513;75;-1;SJC;LAX;308;0
2020;1;3;4;759;725;835;WN;1948;70;34;SJC;LAX;308;1
2020;1;3;4;2050;2040;2150;WN;2285;70;10;SJC;LAX;308;0
2020;1;3;4;NA;1800;1910;WN;2441;70;NA;SJC;LAX;308;NA
2020;1;3;4;1334;1325;1435;WN;2633;70;9;SJC;LAX;308;0
2020;1;3;4;1529;1515;1625;WN;3048;70;14;SJC;LAX;308;0
2020;1;3;4;906;855;1010;WN;3831;75;11;SJC;LAX;308;0
2020;1;3;4;654;650;1255;WN;2470;245;4;SJC;MDW;1838;0
2020;1;3;4;1409;1345;1950;WN;3063;245;24;SJC;MDW;1838;1
2020;1;3;4;1037;1035;1145;WN;217;70;2;SJC;ONT;333;0
2020;1;3;4;2234;2155;2305;WN;298;70;39;SJC;ONT;333;1
2020;1;3;4;2032;1955;2105;WN;412;70;37;SJC;ONT;333;1
2020;1;3;4;808;740;850;WN;773;70;28;SJC;ONT;333;1
2020;1;3;4;1617;1610;1720;WN;780;70;7;SJC;ONT;333;0
2020;1;3;4;1925;1835;1945;WN;1276;70;50;SJC;ONT;333;1
2020;1;3;4;1240;1235;1345;WN;1322;70;5;SJC;ONT;333;0
2020;1;3;4;912;910;1020;WN;2114;70;2;SJC;ONT;333;0
2020;1;3;4;1415;1345;1455;WN;2558;70;30;SJC;ONT;333;1
2020;1;3;4;1852;1630;1815;WN;173;105;142;SJC;PDX;569;1
2020;1;3;4;2230;2125;2310;WN;343;105;65;SJC;PDX;569;1
2020;1;3;4;835;830;1020;WN;3338;110;5;SJC;PDX;569;0
2020;1;3;4;1223;1210;1355;WN;3426;105;13;SJC;PDX;569;0
2020;1;3;4;1710;1650;1935;WN;1415;105;20;SJC;PHX;621;1
2020;1;3;4;919;915;1200;WN;2474;105;4;SJC;PHX;621;0
2020;1;3;4;1321;1300;1545;WN;2725;105;21;SJC;PHX;621;1
2020;1;3;4;629;630;915;WN;2818;105;-1;SJC;PHX;621;0
2020;1;3;4;1837;1825;2115;WN;3236;110;12;SJC;PHX;621;0
2020;1;3;4;2200;2120;5;WN;3344;105;40;SJC;PHX;621;1
2020;1;3;4;930;930;1025;WN;324;55;0;SJC;RNO;188;0
2020;1;3;4;2301;2035;2130;WN;1209;55;146;SJC;RNO;188;1
2020;1;3;4;1732;1645;1740;WN;2645;55;47;SJC;RNO;188;1
2020;1;3;4;1151;1125;1220;WN;2969;55;26;SJC;RNO;188;1
2020;1;3;4;1054;1025;1140;WN;98;75;29;SJC;SAN;417;1
2020;1;3;4;2139;2115;2230;WN;390;75;24;SJC;SAN;417;1
2020;1;3;4;1946;1925;2045;WN;532;80;21;SJC;SAN;417;1
2020;1;3;4;1353;1320;1435;WN;580;75;33;SJC;SAN;417;1
2020;1;3;4;1915;1805;1925;WN;722;80;70;SJC;SAN;417;1
2020;1;3;4;2018;2005;2120;WN;943;75;13;SJC;SAN;417;0
2020;1;3;4;752;750;905;WN;2203;75;2;SJC;SAN;417;0
2020;1;3;4;1718;1535;1650;WN;2268;75;103;SJC;SAN;417;1
2020;1;3;4;1143;1125;1240;WN;2878;75;18;SJC;SAN;417;1
2020;1;3;4;636;635;750;WN;2992;75;1;SJC;SAN;417;0
2020;1;3;4;805;755;1005;WN;152;130;10;SJC;SEA;697;0
2020;1;3;4;1420;1300;1510;WN;635;130;80;SJC;SEA;697;1
2020;1;3;4;2023;1830;2040;WN;1600;130;113;SJC;SEA;697;1
2020;1;3;4;1515;1450;1700;WN;2965;130;25;SJC;SEA;697;1
2020;1;3;4;NA;1950;2105;WN;279;75;NA;SJC;SNA;342;NA
2020;1;3;4;659;700;815;WN;305;75;-1;SJC;SNA;342;0
2020;1;3;4;1136;1135;1250;WN;786;75;1;SJC;SNA;342;0
2020;1;3;4;2039;2040;2155;WN;824;75;-1;SJC;SNA;342;0
2020;1;3;4;1400;1340;1455;WN;1002;75;20;SJC;SNA;342;1
2020;1;3;4;1640;1545;1700;WN;2028;75;55;SJC;SNA;342;1
2020;1;3;4;924;925;1040;WN;2648;75;-1;SJC;SNA;342;0
2020;1;3;4;1753;1740;1855;WN;3411;75;13;SJC;SNA;342;0
2020;1;3;4;1557;1520;1650;WN;2969;90;37;SLC;ABQ;493;1
2020;1;3;4;855;855;1025;WN;3234;90;0;SLC;ABQ;493;0
2020;1;3;4;1652;1625;1730;WN;1022;65;27;SLC;BOI;291;1
2020;1;3;4;1057;1030;1140;WN;1041;70;27;SLC;BOI;291;1
2020;1;3;4;2014;1935;2045;WN;1662;70;39;SLC;BOI;291;1
2020;1;3;4;1350;1325;1925;WN;1678;240;25;SLC;BWI;1864;1
2020;1;3;4;2104;2040;2205;WN;410;85;24;SLC;DEN;391;1
2020;1;3;4;644;645;810;WN;557;85;-1;SLC;DEN;391;0
2020;1;3;4;1015;1010;1140;WN;720;90;5;SLC;DEN;391;0
2020;1;3;4;1443;1355;1515;WN;963;80;48;SLC;DEN;391;1
2020;1;3;4;2002;1845;2010;WN;1585;85;77;SLC;DEN;391;1
2020;1;3;4;1320;1220;1305;WN;151;105;60;SLC;GEG;546;1
2020;1;3;4;1018;1015;1040;WN;43;85;3;SLC;LAS;368;0
2020;1;3;4;2112;2045;2105;WN;159;80;27;SLC;LAS;368;1
2020;1;3;4;619;615;635;WN;243;80;4;SLC;LAS;368;0
2020;1;3;4;1931;1855;1915;WN;400;80;36;SLC;LAS;368;1
2020;1;3;4;1258;1300;1320;WN;584;80;-2;SLC;LAS;368;0
2020;1;3;4;1723;1640;1700;WN;641;80;43;SLC;LAS;368;1
2020;1;3;4;1510;1430;1450;WN;783;80;40;SLC;LAS;368;1
2020;1;3;4;751;750;810;WN;790;80;1;SLC;LAS;368;0
2020;1;3;4;805;805;905;WN;1036;120;0;SLC;LAX;590;0
2020;1;3;4;1403;1355;1455;WN;1756;120;8;SLC;LAX;590;0
2020;1;3;4;1731;1710;1810;WN;2377;120;21;SLC;LAX;590;1
2020;1;3;4;1026;1010;1110;WN;2549;120;16;SLC;LAX;590;1
2020;1;3;4;2051;1955;2050;WN;2986;115;56;SLC;LAX;590;1
2020;1;3;4;1659;1625;2025;WN;337;180;34;SLC;MDW;1258;1
2020;1;3;4;840;830;1230;WN;401;180;10;SLC;MDW;1258;0
2020;1;3;4;1425;1415;1515;WN;130;120;10;SLC;OAK;588;0
2020;1;3;4;1754;1725;1825;WN;901;120;29;SLC;OAK;588;1
2020;1;3;4;1057;1055;1155;WN;2527;120;2;SLC;OAK;588;0
2020;1;3;4;635;635;740;WN;3245;125;0;SLC;OAK;588;0
2020;1;3;4;2102;2015;2120;WN;3743;125;47;SLC;OAK;588;1
2020;1;3;4;838;840;945;WN;622;125;-2;SLC;PDX;630;0
2020;1;3;4;1938;1815;1915;WN;1852;120;83;SLC;PDX;630;1
2020;1;3;4;1250;1205;1310;WN;3141;125;45;SLC;PDX;630;1
2020;1;3;4;1437;1345;1520;WN;508;95;52;SLC;PHX;507;1
2020;1;3;4;837;830;1010;WN;769;100;7;SLC;PHX;507;0
2020;1;3;4;1547;1515;1650;WN;966;95;32;SLC;PHX;507;1
2020;1;3;4;1748;1725;1905;WN;1214;100;23;SLC;PHX;507;1
2020;1;3;4;2153;2130;2305;WN;1747;95;23;SLC;PHX;507;1
2020;1;3;4;1121;1115;1255;WN;2360;100;6;SLC;PHX;507;0
2020;1;3;4;2102;1940;2115;WN;2369;95;82;SLC;PHX;507;1
2020;1;3;4;646;635;815;WN;3949;100;11;SLC;PHX;507;0
2020;1;3;4;1132;1120;1150;WN;1002;90;12;SLC;RNO;422;0
2020;1;3;4;624;625;745;WN;296;140;-1;SLC;SEA;689;0
2020;1;3;4;1210;1115;1230;WN;643;135;55;SLC;SEA;689;1
2020;1;3;4;1711;1645;1755;WN;1660;130;26;SLC;SEA;689;1
2020;1;3;4;1139;1130;1515;WN;70;165;9;SLC;STL;1156;0
2020;1;3;4;1643;1605;1950;WN;125;165;38;SLC;STL;1156;1
2020;1;3;4;915;910;1020;WN;474;70;5;SMF;BUR;358;0
2020;1;3;4;1825;1810;1920;WN;740;70;15;SMF;BUR;358;0
2020;1;3;4;631;630;740;WN;778;70;1;SMF;BUR;358;0
2020;1;3;4;1400;1350;1500;WN;1045;70;10;SMF;BUR;358;0
2020;1;3;4;1225;1225;1335;WN;1120;70;0;SMF;BUR;358;0
2020;1;3;4;1611;1545;1650;WN;1252;65;26;SMF;BUR;358;1
2020;1;3;4;754;755;905;WN;1321;70;-1;SMF;BUR;358;0
2020;1;3;4;1123;1045;1155;WN;1573;70;38;SMF;BUR;358;1
2020;1;3;4;2141;2045;2155;WN;1853;70;56;SMF;BUR;358;1
2020;1;3;4;NA;1615;1720;WN;2457;65;NA;SMF;BUR;358;NA
2020;1;3;4;1943;1935;2045;WN;2540;70;8;SMF;BUR;358;0
2020;1;3;4;850;840;1000;WN;157;80;10;SMF;LAS;397;0
2020;1;3;4;2124;2110;2230;WN;446;80;14;SMF;LAS;397;0
2020;1;3;4;2006;1920;2035;WN;728;75;46;SMF;LAS;397;1
2020;1;3;4;1832;1810;1925;WN;908;75;22;SMF;LAS;397;1
2020;1;3;4;1403;1335;1455;WN;1050;80;28;SMF;LAS;397;1
2020;1;3;4;1544;1520;1635;WN;2192;75;24;SMF;LAS;397;1
2020;1;3;4;602;600;720;WN;2906;80;2;SMF;LAS;397;0
2020;1;3;4;1150;1120;1235;WN;3232;75;30;SMF;LAS;397;1
2020;1;3;4;1534;1510;1630;WN;71;80;24;SMF;LAX;373;1
2020;1;3;4;1403;1310;1430;WN;73;80;53;SMF;LAX;373;1
2020;1;3;4;618;620;740;WN;133;80;-2;SMF;LAX;373;0
2020;1;3;4;1136;1135;1255;WN;330;80;1;SMF;LAX;373;0
2020;1;3;4;1840;1720;1840;WN;386;80;80;SMF;LAX;373;1
2020;1;3;4;941;940;1100;WN;1668;80;1;SMF;LAX;373;0
2020;1;3;4;1938;1915;2035;WN;2202;80;23;SMF;LAX;373;1
2020;1;3;4;807;800;920;WN;2635;80;7;SMF;LAX;373;0
2020;1;3;4;2130;2115;2235;WN;2815;80;15;SMF;LAX;373;0
2020;1;3;4;1636;1610;1730;WN;3588;80;26;SMF;LAX;373;1
2020;1;3;4;712;705;1220;WN;1949;195;7;SMF;MCI;1442;0
2020;1;3;4;640;640;1235;WN;234;235;0;SMF;MDW;1790;0
2020;1;3;4;1455;1330;1925;WN;567;235;85;SMF;MDW;1790;1
2020;1;3;4;824;825;940;WN;498;75;-1;SMF;ONT;389;0
2020;1;3;4;942;945;1100;WN;627;75;-3;SMF;ONT;389;0
2020;1;3;4;2240;2125;2240;WN;633;75;75;SMF;ONT;389;1
2020;1;3;4;1353;1310;1425;WN;1424;75;43;SMF;ONT;389;1
2020;1;3;4;1107;1105;1220;WN;1495;75;2;SMF;ONT;389;0
2020;1;3;4;1609;1550;1705;WN;1496;75;19;SMF;ONT;389;1
2020;1;3;4;1201;1200;1315;WN;2385;75;1;SMF;ONT;389;0
2020;1;3;4;2028;1940;2055;WN;2458;75;48;SMF;ONT;389;1
2020;1;3;4;2243;2025;2140;WN;2807;75;138;SMF;ONT;389;1
2020;1;3;4;710;715;830;WN;3515;75;-5;SMF;ONT;389;0
2020;1;3;4;1732;1710;1825;WN;3659;75;22;SMF;ONT;389;1
2020;1;3;4;1439;1430;1545;WN;3764;75;9;SMF;ONT;389;0
2020;1;3;4;2127;2105;2230;WN;102;85;22;SMF;PDX;479;1
2020;1;3;4;910;900;1030;WN;350;90;10;SMF;PDX;479;0
2020;1;3;4;701;700;835;WN;577;95;1;SMF;PDX;479;0
2020;1;3;4;1354;1330;1500;WN;957;90;24;SMF;PDX;479;1
2020;1;3;4;1124;1100;1230;WN;2121;90;24;SMF;PDX;479;1
2020;1;3;4;1705;1645;1815;WN;2720;90;20;SMF;PDX;479;1
2020;1;3;4;1921;1855;2025;WN;3155;90;26;SMF;PDX;479;1
2020;1;3;4;1956;1940;2225;WN;517;105;16;SMF;PHX;647;1
2020;1;3;4;611;610;900;WN;873;110;1;SMF;PHX;647;0
2020;1;3;4;1722;1625;1915;WN;964;110;57;SMF;PHX;647;1
2020;1;3;4;835;835;1125;WN;1946;110;0;SMF;PHX;647;0
2020;1;3;4;1001;1000;1250;WN;2039;110;1;SMF;PHX;647;0
2020;1;3;4;1229;1220;1510;WN;2786;110;9;SMF;PHX;647;0
2020;1;3;4;2131;2105;2350;WN;3585;105;26;SMF;PHX;647;1
2020;1;3;4;1819;1800;1925;WN;114;85;19;SMF;SAN;480;1
2020;1;3;4;1817;1710;1835;WN;151;85;67;SMF;SAN;480;1
2020;1;3;4;1301;1245;1410;WN;179;85;16;SMF;SAN;480;1
2020;1;3;4;2133;2055;2220;WN;181;85;38;SMF;SAN;480;1
2020;1;3;4;1219;1200;1325;WN;294;85;19;SMF;SAN;480;1
2020;1;3;4;614;615;740;WN;297;85;-1;SMF;SAN;480;0
2020;1;3;4;834;835;1000;WN;378;85;-1;SMF;SAN;480;0
2020;1;3;4;1437;1410;1535;WN;410;85;27;SMF;SAN;480;1
2020;1;3;4;1036;1025;1150;WN;505;85;11;SMF;SAN;480;0
2020;1;3;4;730;735;900;WN;764;85;-5;SMF;SAN;480;0
2020;1;3;4;1219;1110;1235;WN;1156;85;69;SMF;SAN;480;1
2020;1;3;4;2022;1920;2045;WN;1395;85;62;SMF;SAN;480;1
2020;1;3;4;1547;1540;1705;WN;1775;85;7;SMF;SAN;480;0
2020;1;3;4;2156;2130;2255;WN;2467;85;26;SMF;SAN;480;1
2020;1;3;4;958;955;1150;WN;337;115;3;SMF;SEA;605;0
2020;1;3;4;1820;1755;1945;WN;775;110;25;SMF;SEA;605;1
2020;1;3;4;1342;1315;1510;WN;1010;115;27;SMF;SEA;605;1
2020;1;3;4;631;635;830;WN;2471;115;-4;SMF;SEA;605;0
2020;1;3;4;2033;2010;2200;WN;3600;110;23;SMF;SEA;605;1
2020;1;3;4;1856;1900;2025;WN;263;85;-4;SMF;SNA;404;0
2020;1;3;4;847;850;1015;WN;265;85;-3;SMF;SNA;404;0
2020;1;3;4;641;640;805;WN;558;85;1;SMF;SNA;404;0
2020;1;3;4;1352;1315;1435;WN;2709;80;37;SMF;SNA;404;1
2020;1;3;4;1613;1535;1655;WN;3072;80;38;SMF;SNA;404;1
